EPTS_CONCEPT_NAME,EPTS_CONCEPT_id,EPTS_CONCEPT_uuid,POC_CONCEPT_NAME,POC_CONCEPT_id,POC_CONCEPT_uuid
Yes,1065,e1d81b62-1d5f-11e0-b929-000c29ad1d07,Yes,1,78763e68-104e-465d-8ce3-35f9edfb083d
No,1066,e1d81c70-1d5f-11e0-b929-000c29ad1d07,No,2,f9f633a5-1544-4c44-9394-a7f746a12dff
NO INFORMATION,1457,e1dbff8e-1d5f-11e0-b929-000c29ad1d07,,0,
WHO STAGE 1 ADULT,1204,e1d9055e-1d5f-11e0-b929-000c29ad1d07,HOF_CLINICAL_SITUATION_STAGING_I_CONDITION,0,9c7956c0-db7f-11e9-8a34-2a2ae2dbcce4
WHO STAGE 2 ADULT,1205,e1d9066c-1d5f-11e0-b929-000c29ad1d07,HOF_CLINICAL_SITUATION_STAGING_II_CONDITION,0,9c7957ec-db7f-11e9-8a34-2a2ae2dbcce4
WHO STAGE 3 ADULT,1206,e1d9077a-1d5f-11e0-b929-000c29ad1d07,HOF_CLINICAL_SITUATION_STAGING_III_CONDITION,0,9c795918-db7f-11e9-8a34-2a2ae2dbcce4
WHO STAGE 4 ADULT,1207,e1d90888-1d5f-11e0-b929-000c29ad1d07,HOF_CLINICAL_SITUATION_STAGING_IV_CONDITION,0,9c795a4e-db7f-11e9-8a34-2a2ae2dbcce4
INICIO TARV,1256,e24e2ffa-1d5f-11e0-b929-000c29ad1d07,,0,
MANTER,1257,e24e2f0a-1d5f-11e0-b929-000c29ad1d07,,0,
ALTERAR,1259,89ae2d85-8c20-4a13-98bf-8de0ab9355c6,,0,
PARAR TODOS OS MEDICAMENTOS,1260,e240165e-1d5f-11e0-b929-000c29ad1d07,,0,
REINICIAR,1705,e2401834-1d5f-11e0-b929-000c29ad1d07,,0,
SAIDA DE TRATAMENTO ARV,1708,e240191a-1d5f-11e0-b929-000c29ad1d07,,0,
CONTINUA COM INTOLERANCIA,6282,e23f585e-1d5f-11e0-b929-000c29ad1d07,,0,
MUDANCA DE DOSAGEM,981,e24a6aa0-1d5f-11e0-b929-000c29ad1d07,,0,
TDF+3TC+EFV,6324,9dc17c1b-7b6d-488e-a38d-505a7b65ec82,TDF+3TC+EFV,8034,84fb5b4a-8c21-11e9-bc42-526af7764f64
TDF+3TC+NVP,6243,2e44e77e-eac4-4f64-84d2-73d32abf94d5,TDF+3TC+NVP,8035,84fb5d16-8c21-11e9-bc42-526af7764f64
ABC+3TC+EFV,6104,78419317-cdda-42e9-92a3-13cb0cbf0020,ABC+3TC+EFV,8036,84fb5f50-8c21-11e9-bc42-526af7764f64
ABC+3TC+NVP,6105,e11be52e-0da1-4d32-ab5c-e0feb9b6abd6,ABC+3TC+NVP,8052,84fb873c-8c21-11e9-bc42-526af7764f64
AZT+3TC+EFV,1703,e1de19fe-1d5f-11e0-b929-000c29ad1d07,AZT+3TC+EFV,8031,84fb550a-8c21-11e9-bc42-526af7764f64
AZT+3TC+LPV/r,6100,28b28521-b6cd-454e-9ec5-f2c6c9c58468,AZT+3TC+LPV/r,8032,84fb578a-8c21-11e9-bc42-526af7764f64
AZT+3TC+NVP,1651,e1dd2f44-1d5f-11e0-b929-000c29ad1d07,AZT+3TC+NVP,8033,84fb5a00-8c21-11e9-bc42-526af7764f64
D4T 6+3TC+NVP (Triomune Baby),6110,b56dcbd1-2057-44d9-92f8-4a5206743104,D4T 6+3TC+NVP (Triomune Baby),0,9f729e70-e045-11e9-8a34-2a2ae2dbcce4
D4T+3TC+LPV/r,6103,7cccd7a5-47d4-46c6-80a2-b278a4fb1f2b,D4T+3TC+LPV/r,0,9f729cd6-e045-11e9-8a34-2a2ae2dbcce4
D4T+3TC+NVP,792,e1d5d438-1d5f-11e0-b929-000c29ad1d07,D4T+3TC+NVP,0,9f72855c-e045-11e9-8a34-2a2ae2dbcce4
D4T+3TC+EFV,1827,e1deaf5e-1d5f-11e0-b929-000c29ad1d07,D4T+3TC+EFV,0,9f728426-e045-11e9-8a34-2a2ae2dbcce4
D4T+3TC+ABC,6102,95818bb3-7b5e-44ba-b91f-4253321242e2,D4T+3TC+ABC,0,9f7282fa-e045-11e9-8a34-2a2ae2dbcce4
AZT+3TC+ABC,6116,3e7f46c7-a971-4c0c-82aa-a65589fd518e,AZT+3TC+ABC,8051,84fb81c4-8c21-11e9-bc42-526af7764f64
ABC+3TC+LPV/r,6106,cf05347e-063c-4896-91a4-097741cf6be6,ABC+3TC+LPV/r,8040,84fb65f4-8c21-11e9-bc42-526af7764f64
AZT+3TC+LPV/r (2Âª Linha),1314,e1da3046-1d5f-11e0-b929-000c29ad1d07,AZT+3TC+LPV/r,8032,84fb578a-8c21-11e9-bc42-526af7764f64
ABC+3TC+LPV/r (2Âª Linha),1311,e1da2d30-1d5f-11e0-b929-000c29ad1d07,ABC+3TC+LPV/r,8040,84fb65f4-8c21-11e9-bc42-526af7764f64
ABC+3TC+NVP (2Âª Linha),1312,e1da2e3e-1d5f-11e0-b929-000c29ad1d07,ABC+3TC+NVP,8052,84fb873c-8c21-11e9-bc42-526af7764f64
ABC+3TC+EFV (2Âª Linha),1313,e1da2f42-1d5f-11e0-b929-000c29ad1d07,ABC+3TC+EFV,8036,84fb5f50-8c21-11e9-bc42-526af7764f64
D4T+3TC+ABC+LPV/r (2Âª Linha),6325,4f9f0a4b-d1a2-44cb-bcee-9c4d91c13606,D4T+3TC+ABC+LPV/r,0,9f7281c4-e045-11e9-8a34-2a2ae2dbcce4
AZT+3TC+ABC+LPV/r (2Âª Linha),6326,106e650c-0fe3-4193-acb4-74afe900382a,AZT+3TC+ABC+LPV/r,0,9f72808e-e045-11e9-8a34-2a2ae2dbcce4
D4T+3TC+ABC+EFV (2Âª Linha),6327,d39b4713-fdb2-43ec-bb0a-35a093f8bba4,D4T+3TC+ABC+EFV,0,9f727f44-e045-11e9-8a34-2a2ae2dbcce4
AZT+3TC+ABC+EFV (2Âª Linha),6328,35a0268e-c1b4-4911-b865-a6d993bfc2f7,AZT+3TC+ABC+EFV,0,9f727b52-e045-11e9-8a34-2a2ae2dbcce4
AZT+DDI+LPV/r (2Âª Linha),6109,5239a445-d56b-46c0-b977-a6bc152da5b7,AZT+DDI+LPV/r,0,9f7278e6-e045-11e9-8a34-2a2ae2dbcce4
TDF+3TC+RAL+DRV/r (3Âª Linha),6329,46b8a2ab-36a7-4072-ab62-0af9b3b58e72,TDF+3TC+RAL+DRV/r,8048,84fb76fc-8c21-11e9-bc42-526af7764f64
OUTRO,5424,e1e59e0e-1d5f-11e0-b929-000c29ad1d07,Other__Prophylaxis,8357,c992f904-7bbc-11e9-8f9e-2a86e4085a59
ANEMIA,3,e1cda114-1d5f-11e0-b929-000c29ad1d07,DC_Outras anemias,3996,5a8fe16c-f1c2-4056-8604-ccce0bf74043
DIARREIA,16,e1cdb97e-1d5f-11e0-b929-000c29ad1d07,DC_Diarréia e gastroenterite de origem infecciosa presumível,3682,c54257ac-f7c8-4afc-8d45-bf3985535045
MALNUTRIÇÃO MODERADA SEM RESPOSTA AO TRATAMENTO (P/A 70-79%),68,e1cf1422-1d5f-11e0-b929-000c29ad1d07,DC_Desnutrição protéico-calórica não especificada,4053,97199de6-75b5-459b-82c5-a81a9d59f4e5
MALARIA,123,e1cf5270-1d5f-11e0-b929-000c29ad1d07,DC_Malária não especificada,3804,ccec63ae-265c-4317-9386-f685a622ae26
LEUCEMIA,216,e1d00e18-1d5f-11e0-b929-000c29ad1d07,DC_Leucemia de tipo celular não especificado,3931,acd3b4a9-d209-40b7-bfc4-6ba403fe996c
OTITE EXTERNA,218,e1d0103e-1d5f-11e0-b929-000c29ad1d07,DC_Otite externa,4283,19ebb299-1075-4119-bee2-9c6c9122abd4
SARCOMA DE KAPOSI,507,e1d2984a-1d5f-11e0-b929-000c29ad1d07,DC_Sarcoma de Kaposi,3885,d1e0c78b-7782-47a2-acc1-e21bb5b8c764
FISTULA RECTOVAGINAL,1218,e1d91a3a-1d5f-11e0-b929-000c29ad1d07,DC_Fissura e fístula das regiões anal e retal,4492,8ec0cafc-17d8-489e-9832-6c002c1c17a5
FALTA TERAPUTICA CLINICA,1790,e1de866e-1d5f-11e0-b929-000c29ad1d07,"
",0,"
"
PROLAPSO,2141,e1e117bc-1d5f-11e0-b929-000c29ad1d07,DC_Prolapso genital feminino,4732,4a236992-8cbb-44b2-806d-e9ca581e46bd
POLIPÓ,2142,e1e118b6-1d5f-11e0-b929-000c29ad1d07,DC_Pólipo do trato genital feminino,4735,c02a84c5-cada-47ae-8346-ec12f1ffb54a
ENCEFALOPATIA PROGRESSIVA,5046,e1e2b4be-1d5f-11e0-b929-000c29ad1d07,DC_Outros transtornos do encéfalo,4229,0a8bee87-522b-47dc-a7ac-88ab1e44ab55
FEBRE,5945,e1eafbce-1d5f-11e0-b929-000c29ad1d07,DC_Febre de origem desconhecida,5018,9b4d8b61-b66d-4aff-8b17-c77ef8f1fb91
INTERROMPER,1260,e1d9ee10-1d5f-11e0-b929-000c29ad1d07,,0,
Esquema ARV,1087,e1d83d4a-1d5f-11e0-b929-000c29ad1d07,HOF_TARV_PROPHILAXIS_Regime_Change,8247,fb3e41a4-db82-11e9-8a34-2a2ae2dbcce4
Mudanca de Regime,1792,e1de8862-1d5f-11e0-b929-000c29ad1d07,HOF_TARV_PROPHILAXIS_Change_Motivation,8258,6a7e32a3-88d7-4616-bfc2-88f47fc9e864
Outros diagnósticos,1406,e1dae234-1d5f-11e0-b929-000c29ad1d07,HOF_CLINICAL_SITUATION_Last_Diagnosis,8328,7bcab5f9-b43a-46ab-ac59-3701c8c76067
