EPTS_CONCEPT_NAME,EPTS_CONCEPT_id,EPTS_CONCEPT_uuid,POC_CONCEPT_NAME,POC_CONCEPT_id,POC_CONCEPT_uuid
ALT,654,e25e7964-1d5f-11e0-b929-000c29ad1d07,ALT,8185,04e0b154-14ab-4572-a5f5-240f7e8e5fa6
AST,653,e25f7580-1d5f-11e0-b929-000c29ad1d07,AST,8187,4a000baf-b0f8-411b-a458-47998fbc35c4
GLUCOSE,887,e24d2ca4-1d5f-11e0-b929-000c29ad1d07,GLICEMIA,8202,c01f352f-bf69-4482-a687-b459e342341a
DATA DE INICIO DO TARV,1190,beac4fb9-e330-4022-b75d-ed5f03fbca98,,,
REGIME,1088,27edd246-945d-4234-8767-cefc4a14e03a,,,
ESTA GRAVIDA,1982,e254577c-1d5f-11e0-b929-000c29ad1d07,Pregnancy_Yes_No,8011,c27f4ca4-77ce-11e9-8f9e-2a86e4085a59
LACTAÇÃO,6332,b18dafe0-9b1c-4a6e-acbe-63dbab86ad10,Breastfeeding_ANA,8016,42b1f2a0-8085-11e9-bc42-526af7764f64
USO DE ISONIAZIDA,6122,19f6e0b8-5a65-4b16-a71e-069ebbca9c97,INH,8328,a3c0778c-7b95-11e9-8f9e-2a86e4085a59
DATA DE INICIO DA PROFILAXIA COM ISONIAZIDA,6128,78726301-dd4f-4cb3-96d6-ff54a44dfe78,Data de Inicio,8332,a3c07f98-7b95-11e9-8f9e-2a86e4085a59
DATA DE FIM DA PROFILAXIA COM ISONIAZIDA,6129,eaf4d73b-6796-42c6-a017-80043d0ed55d,Data de Fim,8343,a3c0888a-7b95-11e9-8f9e-2a86e4085a59
PROFILAXIA COM COTRIMOXAZOL.,6121,b8d4d132-08a5-4d8b-8f84-71c507c77f9f,CTZ,8329,a3c079f8-7b95-11e9-8f9e-2a86e4085a59
DATA DE INICIO DA PROFILAXIA COM COTRIMOXAZOL,6126,200fd378-962f-433e-8f08-8bcdb0718f47,Data de Inicio,8332,a3c07f98-7b95-11e9-8f9e-2a86e4085a59
DATA DE FIM DA PROFILAXIA COM COTRIMOXAZOL,6127,098c23ae-22ef-4e12-8259-3ed9a84555ab,Data de Fim,8343,a3c0888a-7b95-11e9-8f9e-2a86e4085a59
EM TRATAMENTO DE TUBERCULOSE,5965,e24c51b2-1d5f-11e0-b929-000c29ad1d07,Tem Sintomas de TB,8279,f23c15cc-7ac0-11e9-8f9e-2a86e4085a59
DATA DE INICIO DO TRATAMENTO TB,1113,e24fc93c-1d5f-11e0-b929-000c29ad1d07,Data de Início de Tratamento,8332,a3c07f98-7b95-11e9-8f9e-2a86e4085a59
DATA DE FIM DO TRATAMENTO TB,6120,ff31bb0c-cfe5-4b06-9cc8-e8b8ca677ec9,Data de Fim de Tratamento,8343,a3c0888a-7b95-11e9-8f9e-2a86e4085a59
ESTADIO OMS ACTUAL,5356,e24c61c0-1d5f-11e0-b929-000c29ad1d07,Estadiamento_Estádio OMS,7766,41829c82-7d5f-11e9-8f9e-2a86e4085a59
DATA DE PROXIMA CONSULTA,1410,e24a2bc6-1d5f-11e0-b929-000c29ad1d07,,,
DATA DO PROXIMO LEVANTAMENTO DE ARV,5096,e2513e84-1d5f-11e0-b929-000c29ad1d07,,,
SUBSTITUICAO DE REGIME;,1372,e249fd2c-1d5f-11e0-b929-000c29ad1d07,,,
MUDANCA DE REGIME,1371,e25b58b0-1d5f-11e0-b929-000c29ad1d07,,,
TRANSFERIDO PARA;,1706,e24e2b72-1d5f-11e0-b929-000c29ad1d07,,,
TRANSFERIDO PARA NOME DA UNIDADE SANITARIA,2059,e2569686-1d5f-11e0-b929-000c29ad1d07,,,
ABANDONO,1707,e24e2c58-1d5f-11e0-b929-000c29ad1d07,,,
Yes,1065,e1d81b62-1d5f-11e0-b929-000c29ad1d07,Yes,1,78763e68-104e-465d-8ce3-35f9edfb083d
No,1066,e1d81c70-1d5f-11e0-b929-000c29ad1d07,No,2,f9f633a5-1544-4c44-9394-a7f746a12dff
NO INFORMATION,1457,e1dbff8e-1d5f-11e0-b929-000c29ad1d07,,,
WHO STAGE 1 ADULT,1204,e1d9055e-1d5f-11e0-b929-000c29ad1d07,I_Staging,7762,41829534-7d5f-11e9-8f9e-2a86e4085a59
WHO STAGE 2 ADULT,1205,e1d9066c-1d5f-11e0-b929-000c29ad1d07,II_Staging,7763,4182966a-7d5f-11e9-8f9e-2a86e4085a59
WHO STAGE 3 ADULT,1206,e1d9077a-1d5f-11e0-b929-000c29ad1d07,III_Staging,7764,4182978c-7d5f-11e9-8f9e-2a86e4085a59
WHO STAGE 4 ADULT,1207,e1d90888-1d5f-11e0-b929-000c29ad1d07,IV_Staging,7765,41829b24-7d5f-11e9-8f9e-2a86e4085a59
INICIO TARV,1256,e24e2ffa-1d5f-11e0-b929-000c29ad1d07,TARV,7981,817cf1a8-4557-4b7b-8fdf-27bbf48504ba
MANTER,1257,e24e2f0a-1d5f-11e0-b929-000c29ad1d07,,,
ALTERAR,1259,89ae2d85-8c20-4a13-98bf-8de0ab9355c6,,,
PARAR TODOS OS MEDICAMENTOS,1260,e240165e-1d5f-11e0-b929-000c29ad1d07,,,
REINICIAR,1705,e2401834-1d5f-11e0-b929-000c29ad1d07,,,
SAIDA DE TRATAMENTO ARV,1708,e240191a-1d5f-11e0-b929-000c29ad1d07,,,
CONTINUA COM INTOLERANCIA,6282,e23f585e-1d5f-11e0-b929-000c29ad1d07,,,
MUDANCA DE DOSAGEM,981,e24a6aa0-1d5f-11e0-b929-000c29ad1d07,,,
TDF+3TC+EFV,6324,9dc17c1b-7b6d-488e-a38d-505a7b65ec82,TDF+3TC+EFV,8034,84fb5b4a-8c21-11e9-bc42-526af7764f64
TDF+3TC+NVP,6243,2e44e77e-eac4-4f64-84d2-73d32abf94d5,TDF+3TC+NVP,8035,84fb5d16-8c21-11e9-bc42-526af7764f64
ABC+3TC+EFV,6104,78419317-cdda-42e9-92a3-13cb0cbf0020,ABC+3TC+EFV,8036,84fb5f50-8c21-11e9-bc42-526af7764f64
ABC+3TC+NVP,6105,e11be52e-0da1-4d32-ab5c-e0feb9b6abd6,ABC+3TC+NVP,8052,84fb873c-8c21-11e9-bc42-526af7764f64
AZT+3TC+EFV,1703,e1de19fe-1d5f-11e0-b929-000c29ad1d07,AZT+3TC+EFV,8031,84fb550a-8c21-11e9-bc42-526af7764f64
AZT+3TC+LPV/r,6100,28b28521-b6cd-454e-9ec5-f2c6c9c58468,AZT+3TC+LPV/r,8032,84fb578a-8c21-11e9-bc42-526af7764f64
AZT+3TC+NVP,1651,e1dd2f44-1d5f-11e0-b929-000c29ad1d07,AZT+3TC+NVP,8033,84fb5a00-8c21-11e9-bc42-526af7764f64
